module,doctype,field,fieldtype,mandatory,reference_note,django_app,django_model,django_field,status,evidence
Ssbikez,Counter Sale,pay_type,Select,no,Pay Type,,,,,
Ssbikez,Counter Sale,column_break_3zfmo,Column Break,no,,,,,,
Ssbikez,Counter Sale,bank_name,Link,no,Bank Name,,,,,
Ssbikez,Counter Sale,pay_mode,Link,no,Pay Mode,,,,,
Ssbikez,Counter Sale,column_break_vdbac,Column Break,no,,,,,,
Ssbikez,Counter Sale,accounts_from,Link,no,Accounts From,,,,,
Ssbikez,Counter Sale,bank_ref_no,Data,no,Bank Ref No,,,,,
Ssbikez,Counter Sale,column_break_jnvoz,Column Break,no,,,,,,
Ssbikez,Counter Sale,accounts_to,Link,no,Accounts To,,,,,
Ssbikez,Counter Sale,bank_ref_date,Date,no,Bank Ref Date,,,,,
Ssbikez,Counter Sale,balance_delivery_qty,Int,no,Balance Delivery Qty,,,,,
Ssbikez,Counter Sale,amended_from,Link,no,Amended From,,,,,
Ssbikez,Counter Sale,amended_from,Link,no,Amended From,,,,,
Ssbikez,Customer Address History,date,Data,no,Date,,,,,
Ssbikez,Customer Address History,address,Small Text,no,Address,,,,,
Ssbikez,Customer Call Logs,unique_id,Data,no,Unique ID,,,,,
Ssbikez,Customer Call Logs,call_from,Data,no,Call From,,,,,
Ssbikez,Customer Call Logs,bill_sec,Data,no,Bill Sec,,,,,
Ssbikez,Customer Call Logs,start_time,Datetime,no,Start Time,,,,,
Ssbikez,Customer Call Logs,audio_file,Data,no,Audio File,,,,,
Ssbikez,Customer Call Logs,audio,Button,no,Audio,,,,,
Ssbikez,Customer Call,number,Data,yes,Number,,,,,
Ssbikez,Customer Call,call,Button,no,Call,,,,,
Ssbikez,Customer Mobile Numbers,date,Data,no,Date,,,,,
Ssbikez,Customer Mobile Numbers,mobile_no,Data,no,Mobile No,,,,,
Ssbikez,Customer Payment Items,ref_doctype,Link,no,Ref Doctype,,,,Missing,"Child table of Customer Payment's multi-invoice allocation flow, which billing.Payment does not implement (see Customer Payment.customer_items row)."
Ssbikez,Customer Payment Items,ref_docname,Dynamic Link,no,Ref Docname,,,,Missing,"Child table of Customer Payment's multi-invoice allocation flow, which billing.Payment does not implement (see Customer Payment.customer_items row)."
Ssbikez,Customer Payment Items,total_amount,Currency,no,Total Amount,,,,Missing,"Child table of Customer Payment's multi-invoice allocation flow, which billing.Payment does not implement (see Customer Payment.customer_items row)."
Ssbikez,Customer Payment Items,allocate_amount,Data,no,Allocate Amount,,,,Missing,"Child table of Customer Payment's multi-invoice allocation flow, which billing.Payment does not implement (see Customer Payment.customer_items row)."
Ssbikez,Customer Payment Items,select,Check,no,Select,,,,Missing,"Child table of Customer Payment's multi-invoice allocation flow, which billing.Payment does not implement (see Customer Payment.customer_items row)."
Ssbikez,Customer Payment Items,balance_amount,Currency,no,Balance Amount,,,,Missing,"Child table of Customer Payment's multi-invoice allocation flow, which billing.Payment does not implement (see Customer Payment.customer_items row)."
Ssbikez,Customer Payment,date,Date,yes,Date,billing,Payment,payment_date,Deviation,"billing/models.py:259 payment_date is DateTimeField(blank=True,null=True) -- optional, vs reference's mandatory Date field."
Ssbikez,Customer Payment,bank_name,Link,no,Bank Name,,,,Missing,No Bank/Account link model anywhere in repo (grep for 'class Account\b|class Bank\b' returns zero hits outside reference_erp_spec/).
Ssbikez,Customer Payment,payment_default_account,Data,no,Payment Default Account,,,,Missing,No equivalent field.
Ssbikez,Customer Payment,column_break_qscre,Column Break,no,,,,,N/A,"UI layout marker (Column Break/Section Break), not a data field."
Ssbikez,Customer Payment,customer_name,Link,yes,Customer Name,billing,Payment,invoice.sales_order.customer,Deviation,"billing/models.py:241-245 Payment has no direct customer FK -- customer is only reachable indirectly via payment.invoice.sales_order.customer, and is not itself a mandatory field captured at receipt time the way reference's customer_name is."
Ssbikez,Customer Payment,bank_ref_no,Data,no,Bank Ref No,,,,Missing,No bank-instrument reference fields on billing.Payment; only a single generic transaction_reference (see reference_no mapping below).
Ssbikez,Customer Payment,company,Link,no,Company,,,,Missing,No multi-company Company model in repo.
Ssbikez,Customer Payment,column_break_pshyr,Column Break,no,,,,,N/A,"UI layout marker (Column Break/Section Break), not a data field."
Ssbikez,Customer Payment,payment_type,Select,yes,Pay Type,billing,Payment,payment_method,Deviation,"billing/models.py:246-250 payment_method is CharField(blank=True, null=True) -- optional -- vs reference's mandatory Pay Type (Cash/Bank) gate that also drives account resolution."
Ssbikez,Customer Payment,bank_ref_date,Date,no,Bank Ref Date,,,,Missing,No equivalent field.
Ssbikez,Customer Payment,branch,Link,no,Branch,,,,Missing,billing.Payment has no branch FK.
Ssbikez,Customer Payment,column_break_wzguc,Column Break,no,,,,,N/A,"UI layout marker (Column Break/Section Break), not a data field."
Ssbikez,Customer Payment,pay_mode,Link,yes,Pay Mode,billing,Payment,payment_method,Deviation,"billing/models.py:246 payment_method is a plain TextChoices field (cash/card/upi/neft/cheque), not a Link to a Mode of Payment master doctype -- no master-data validation."
Ssbikez,Customer Payment,section_break_g0avj,Section Break,no,,,,,N/A,"UI layout marker (Column Break/Section Break), not a data field."
Ssbikez,Customer Payment,customer_items,Table,no,Customer Items,,,,Missing,billing/models.py:241-245 Payment.invoice is a single ForeignKey to one Invoice -- there is no child table letting one receipt allocate across multiple outstanding invoices the way reference's customer_items/allocate_amount/balance_amount table does. Every Django Payment is scoped to exactly one Invoice.
Ssbikez,Customer Payment,section_break_c0zix,Section Break,no,,,,,N/A,"UI layout marker (Column Break/Section Break), not a data field."
Ssbikez,Customer Payment,paid_amount,Currency,yes,Paid Amount,billing,Payment,amount,Match,"billing/models.py:252 amount = DecimalField(...), mandatory (no blank=True); PaymentForm.clean_amount (billing/forms.py:115-122) rejects <=0."
Ssbikez,Customer Payment,account_from,Link,no,Accounts From,,,,Missing,No Account master/link.
Ssbikez,Customer Payment,account_balance_from,Data,no,Account Balance (From),,,,Missing,No Account master/link.
Ssbikez,Customer Payment,column_break_vw22d,Column Break,no,,,,,N/A,"UI layout marker (Column Break/Section Break), not a data field."
Ssbikez,Customer Payment,reference_no,Data,no,Reference No,billing,Payment,transaction_reference,Match,"billing/models.py:251 transaction_reference = CharField(blank=True, null=True) is the closest equivalent free-text reference field (reference doctype splits this into bank_ref_no/reference_no -- Django collapses both into one field, a deliberate simplification, not a missing capability)."
Ssbikez,Customer Payment,account_to,Link,no,Accounts To,,,,Missing,No Account master/link.
Ssbikez,Customer Payment,account_balance_to,Currency,no,Account Balance (To),,,,Missing,No Account master/link.
Ssbikez,Customer Payment,naming_series,Select,no,Naming Series,billing,Payment,pk,Deviation,"Django uses the auto integer PK ('PAY-{pk}' display string in __str__, billing/models.py:267) instead of a configurable naming-series document number -- cosmetic, low impact."
Ssbikez,Customer Payment,amended_from,Link,no,Amended From,,,,Missing,"billing.Payment is a plain models.Model (no DocStatusMixin) -- no Draft/Submitted/Cancelled/Amended lifecycle at all, so there is no amended_from concept."
Ssbikez,Customer Payment,amended_from,Link,no,Amended From,,,,Missing,"billing.Payment is a plain models.Model (no DocStatusMixin) -- no Draft/Submitted/Cancelled/Amended lifecycle at all, so there is no amended_from concept."
Ssbikez,Customer Price Child Table,type,Data,no,Type,,,,,
Ssbikez,Customer Price Child Table,amount,Currency,no,Amount,,,,,
Ssbikez,Customer Price,company,Link,no,Company,,,,,
Ssbikez,Customer Price,branch,Link,no,Branch,,,,,
Ssbikez,Customer Price,disable,Check,no,Disable,,,,,
Ssbikez,Customer Price,section_break_iomw,Section Break,no,,,,,,
Ssbikez,Customer Price,model_code,Link,yes,Vehicle Code,,,,,
Ssbikez,Customer Price,column_break_dnhs,Column Break,no,,,,,,
Ssbikez,Customer Price,model,Data,yes,Vehicle Name,,,,,
Ssbikez,Customer Price,column_break_ebcw,Column Break,no,,,,,,
Ssbikez,Customer Price,color,Link,no,Color,,,,,
Ssbikez,Customer Price,column_break_pduc,Column Break,no,,,,,,
Ssbikez,Customer Price,sub_group,Link,no,Sub Group,,,,,
Ssbikez,Customer Price,section_break_giqf,Section Break,no,,,,,,
Ssbikez,Customer Price,customer_price_table,Table,no,Customer Price Table,,,,,
Ssbikez,Customer Price,total,Currency,yes,Total,,,,,
Ssbikez,Customer Price,id_name,Data,no,ID Name,,,,,
Ssbikez,Data Science,sales_data_science_section,Section Break,no,Sales Data Science,,,,,
Ssbikez,Data Science,sales_data_one,Attach,no,Sales Data One,,,,,
Ssbikez,Data Science,column_break_oasp,Column Break,no,,,,,,
Ssbikez,Data Science,sales_data_two,Attach,no,Sales Data Two,,,,,
Ssbikez,Data Science,column_break_eudn,Column Break,no,,,,,,
Ssbikez,Data Science,sales_data_three,Attach,no,Sales Data Three,,,,,
Ssbikez,Data Science,column_break_kqzp,Column Break,no,,,,,,
Ssbikez,Data Science,sales_data_four,Attach,no,Sales Data Four,,,,,
Ssbikez,Data Science,spares_data_science_section,Section Break,no,Spares Data Science,,,,,
Ssbikez,Data Science,spares_data_one,Attach,no,Spares Data One,,,,,
Ssbikez,Data Science,column_break_uoqy,Column Break,no,,,,,,
Ssbikez,Data Science,spares_data_two,Attach,no,Spares Data Two,,,,,
Ssbikez,Data Science,column_break_kmbk,Column Break,no,,,,,,
Ssbikez,Data Science,spares_data_three,Attach,no,Spares Data Three,,,,,
Ssbikez,Data Science,column_break_blej,Column Break,no,,,,,,
Ssbikez,Data Science,spares_data_four,Attach,no,Spares Data Four,,,,,
Ssbikez,Data Science,service_data_science_section,Section Break,no,Service Data Science,,,,,
Ssbikez,Data Science,service_data_one,Attach,no,Service Data One,,,,,
Ssbikez,Data Science,column_break_ytcg,Column Break,no,,,,,,
Ssbikez,Data Science,service_data_two,Attach,no,Service Data Two,,,,,
Ssbikez,Data Science,column_break_abcg,Column Break,no,,,,,,
Ssbikez,Data Science,service_data_three,Attach,no,Service Data Three,,,,,
Ssbikez,Data Science,column_break_aduy,Column Break,no,,,,,,
Ssbikez,Data Science,service_data_four,Attach,no,Service Data Four,,,,,
Ssbikez,Data Science,others_section,Section Break,no,Others,,,,,
Ssbikez,Data Science,other_data_one,Attach,no,Other Data One,,,,,
Ssbikez,Data Science,column_break_mrmd,Column Break,no,,,,,,
Ssbikez,Data Science,other_data_two,Attach,no,Other Data Two,,,,,
Ssbikez,Data Science,column_break_dxbk,Column Break,no,,,,,,
Ssbikez,Data Science,other_data_three,Attach,no,Other Data Three,,,,,
Ssbikez,Data Science,column_break_btip,Column Break,no,,,,,,
Ssbikez,Data Science,other_data_four,Attach,no,Other Data Four,,,,,
Ssbikez,Date Master,number_of_days,Data,no,Number of Days,,,,,
Ssbikez,Date Master,days,Data,no,Days,,,,,
Ssbikez,Dealer Master Child Table,types,Link,yes,Types,,,,,
Ssbikez,Dealer Master Child Table,amount,Int,no,Amount,,,,,
Ssbikez,Dealer Motor Cycle Fittings,item_code,Link,yes,Item Code,,,,,
Ssbikez,Dealer Motor Cycle Fittings,item_name,Data,yes,Item Name,,,,,
Ssbikez,Dealer Motor Cycle Fittings,quantity,Int,yes,Quantity,,,,,
Ssbikez,Dealer Motor Cycle Fittings,rate,Currency,yes,Rate,,,,,
Ssbikez,Dealer Motor Cycle Fittings,column_break_lyso,Column Break,no,,,,,,
Ssbikez,Dealer Motor Cycle Fittings,total,Currency,yes,Total,,,,,
Ssbikez,Dealer Motor Cycle Fittings,dealer_name,Data,no,Dealer Name,,,,,
Ssbikez,Dealer Motor Cycle Fittings,model_name,Data,no,Model Name,,,,,
Ssbikez,Dealer Motor Cycle Spares,dealer_name,Link,yes,Dealer Name,,,,,
Ssbikez,Dealer Motor Cycle Spares,model_code,Link,yes,Model Code,,,,,
Ssbikez,Dealer Motor Cycle Spares,model_name,Data,yes,Model Name,,,,,
Ssbikez,Dealer Motor Cycle Spares,sub_group,Link,no,Sub Group,,,,,
Ssbikez,Dealer Motor Cycle Spares,color,Link,yes,Color,,,,,
Ssbikez,Dealer Motor Cycle Spares,column_break_kygp,Column Break,no,,,,,,
Ssbikez,Dealer Motor Cycle Spares,item_code,Link,yes,Item Code,,,,,
Ssbikez,Dealer Motor Cycle Spares,item_name,Data,no,Item Name,,,,,
Ssbikez,Dealer Motor Cycle Spares,quantity,Int,yes,Quantity,,,,,
Ssbikez,Dealer Motor Cycle Spares,rate,Currency,yes,Rate,,,,,
Ssbikez,Dealer Motor Cycle Spares,total,Currency,yes,Total,,,,,
Ssbikez,Dealer Others Child Table,type,Link,no,Type,,,,,
Ssbikez,Dealer Others Child Table,amount,Currency,no,Amount,,,,,
Ssbikez,Dealer Others Child Table,dealer,Data,no,Dealer,,,,,
Ssbikez,Dealer Others Child Table,model,Data,no,Model,,,,,
Ssbikez,Dealer Premium Scooter Fittings,item_code,Link,yes,Item Code,,,,,
Ssbikez,Dealer Premium Scooter Fittings,item_name,Data,yes,Item Name,,,,,
Ssbikez,Dealer Premium Scooter Fittings,quantity,Int,yes,Quantity,,,,,
Ssbikez,Dealer Premium Scooter Fittings,rate,Currency,yes,Rate,,,,,
Ssbikez,Dealer Premium Scooter Fittings,column_break_eppc,Column Break,no,,,,,,
Ssbikez,Dealer Premium Scooter Fittings,total,Currency,yes,Total,,,,,
Ssbikez,Dealer Premium Scooter Fittings,dealer_name,Data,no,Dealer Name,,,,,
Ssbikez,Dealer Premium Scooter Fittings,model_name,Data,no,Model Name,,,,,
Ssbikez,Dealer Premium Scooter Spares,dealer_name,Link,yes,Dealer Name,,,,,
Ssbikez,Dealer Premium Scooter Spares,model_code,Link,yes,Model Code,,,,,
Ssbikez,Dealer Premium Scooter Spares,model_name,Data,no,Model Name,,,,,
Ssbikez,Dealer Premium Scooter Spares,sub_group,Link,no,Sub Group,,,,,
Ssbikez,Dealer Premium Scooter Spares,color,Link,no,Color,,,,,
Ssbikez,Dealer Premium Scooter Spares,column_break_xvqu,Column Break,no,,,,,,
Ssbikez,Dealer Premium Scooter Spares,item_code,Link,no,Item Code,,,,,
Ssbikez,Dealer Premium Scooter Spares,item_name,Data,no,Item Name,,,,,
Ssbikez,Dealer Premium Scooter Spares,quantity,Int,no,Quantity,,,,,
Ssbikez,Dealer Premium Scooter Spares,rate,Currency,yes,Rate,,,,,
Ssbikez,Dealer Premium Scooter Spares,total,Currency,no,Total,,,,,
Ssbikez,Dealer Price Child Datas,dealer_name,Link,yes,Dealer Name,,,,,
Ssbikez,Dealer Price Child Datas,model_code,Link,no,Model Code,,,,,
Ssbikez,Dealer Price Child Datas,model_name,Data,yes,Model Name,,,,,
Ssbikez,Dealer Price Child Datas,sub_group,Link,no,Sub Group,,,,,
Ssbikez,Dealer Price Child Datas,type,Link,no,Type,,,,,
Ssbikez,Dealer Price Child Datas,color,Link,no,Color,,,,,
Ssbikez,Dealer Price Child Datas,column_break_dsce,Column Break,no,,,,,,
Ssbikez,Dealer Price Child Datas,idx,Int,no,Idx,,,,,
Ssbikez,Dealer Price Child Datas,amount,Currency,yes,Amount,,,,,
Ssbikez,Dealer Price Child Datas,discount,Currency,yes,Discount,,,,,
Ssbikez,Dealer Price Child Datas,mrp,Currency,yes,MRP,,,,,
Ssbikez,Dealer Price Child Datas,id_name,Data,no,ID Name,,,,,
Ssbikez,Dealer Price Creation Fields Status,dealer_name,Link,yes,Dealer Name,,,,,
Ssbikez,Dealer Price Creation Fields Status,model_code,Link,yes,Model Code,,,,,
Ssbikez,Dealer Price Creation Fields Status,model_name,Data,yes,Model Name,,,,,
Ssbikez,Dealer Price Creation Fields Status,sub_group,Link,no,Sub Group,,,,,
Ssbikez,Dealer Price Creation Fields Status,color,Link,no,Color,,,,,
Ssbikez,Dealer Price Creation Fields Status,ex_show_room,Currency,no,Ex Show Room,,,,,
Ssbikez,Dealer Price Creation Fields Status,iym_status,Check,no,Iym Status,,,,,
Ssbikez,Dealer Price Creation Fields Status,iym_percentage,Float,no,Iym Percentage,,,,,
Ssbikez,Dealer Price Creation Fields Status,column_break_dbgs,Column Break,no,,,,,,
Ssbikez,Dealer Price Creation Fields Status,discount_status,Check,no,Discount Status,,,,,
Ssbikez,Dealer Price Creation Fields Status,discount_percentage,Float,no,Discount Percentage,,,,,
Ssbikez,Dealer Price Creation Fields Status,rto_status,Check,no,RTO Status,masters,,,Missing,grep for rto_status in masters/*.py returns no hits -- this bulk-update toggle field is not modeled
Ssbikez,Dealer Price Creation Fields Status,rto_extra_amount,Currency,no,RTO Extra Amount,masters,,,Missing,grep for rto_extra_amount in masters/*.py returns no hits
Ssbikez,Dealer Price Creation Fields Status,ltrt_percent_status,Check,no,LTRT Percent Status,,,,,
Ssbikez,Dealer Price Creation Fields Status,charge_1_status,Check,no,Charge 1 Status,,,,,
Ssbikez,Dealer Price Creation Fields Status,charge_1_amount,Currency,no,Charge 1 Amount,,,,,
Ssbikez,Dealer Price Creation Fields Status,charge_2_status,Check,no,Charge 2 Status,,,,,
Ssbikez,Dealer Price Creation Fields Status,charge_2_amount,Currency,no,Charge 2 Amount,,,,,
Ssbikez,Dealer Price Creation Fields Status,charge_3_amount,Currency,no,Charge 3 Amount,,,,,
Ssbikez,Dealer Price Creation Fields Status,column_break_veab,Column Break,no,,,,,,
Ssbikez,Dealer Price Creation Fields Status,charge_3_status,Check,no,Charge 3 Status,,,,,
Ssbikez,Dealer Price Creation Fields Status,has_insurance_status,Check,no,Has Insurance Status,,,,,
Ssbikez,Dealer Price Creation Fields Status,pdi_others_status,Check,no,PDI Others Status,,,,,
Ssbikez,Dealer Price Creation Fields Status,has_constant_amount_status,Check,no,Has Constant Amount Status,,,,,
Ssbikez,Dealer Price Creation Fields Status,pdi_constant_amount,Check,no,PDI Constant Amount,,,,,
Ssbikez,Dealer Price Creation Fields Status,pdi_discount,Float,no,PDI Discount,,,,,
Ssbikez,Dealer Price Creation Fields Status,fittings_status,Check,no,Fittings Status,,,,,
Ssbikez,Dealer Price Creation Fields Status,pp_amount_status,Check,no,PP Amount Status,,,,,
Ssbikez,Dealer Price Creation Fields Status,rsa_amount_status,Check,no,RSA Amount Status,,,,,
Ssbikez,Dealer Price Creation Fields Status,id_name,Data,no,ID Name,,,,,
Ssbikez,Dealer Price Creation,dealer_name,Link,yes,Dealer Name,,,,,
Ssbikez,Dealer Price Creation,column_break_7olo8,Column Break,no,,,,,,
Ssbikez,Dealer Price Creation,all_fields,Check,no,All Fields,,,,,
Ssbikez,Dealer Price Creation,column_break_kuoj8,Column Break,no,,,,,,
Ssbikez,Dealer Price Creation,partial_update,Check,no,Partial Update,,,,,
Ssbikez,Dealer Price Creation,ex_show_room_section,Section Break,no,Ex Show Room,,,,,
Ssbikez,Dealer Price Creation,iym,Check,no,IYM,,,,,
Ssbikez,Dealer Price Creation,iym_percentage,Float,no,IYM Percentage,,,,,
Ssbikez,Dealer Price Creation,column_break_5klkl,Column Break,no,,,,,,
Ssbikez,Dealer Price Creation,discount,Check,no,Discount,,,,,
Ssbikez,Dealer Price Creation,discount_percentage,Float,no,Discount Percentage,,,,,
Ssbikez,Dealer Price Creation,column_break_jq9wv,Column Break,no,,,,,,
Ssbikez,Dealer Price Creation,column_break_uisxr,Column Break,no,,,,,,
Ssbikez,Dealer Price Creation,column_break_m8fum,Column Break,no,,,,,,
Ssbikez,Dealer Price Creation,ltrt_and__insurance_section,Section Break,no,LTRT and  Insurance,,,,,
Ssbikez,Dealer Price Creation,rto_extra_charge,Check,no,RTO Extra Charge,masters,DealerPriceItem,price_type/amount (generic),Deviation,"masters/models.py:363-367,402-411 -- reference's dedicated rto_extra_charge Check + rto_extra_amount Currency fields are not modeled; the generic DealerPriceItem(price_type, amount) row table could hold an RTO Extra row but nothing in the codebase creates or reads one by that name (grep for rto_extra in masters/ returns no hits)"
Ssbikez,Dealer Price Creation,rto_extra_amount,Currency,no,RTO Extra Amount,masters,DealerPriceItem,price_type/amount (generic),Deviation,Same gap as rto_extra_charge above
Ssbikez,Dealer Price Creation,column_break_e0cqi,Column Break,no,,,,,,
Ssbikez,Dealer Price Creation,ltrt_percentage,Check,no,LTRT Percentage,,,,,
Ssbikez,Dealer Price Creation,column_break_iijrw,Column Break,no,,,,,,
Ssbikez,Dealer Price Creation,charge_1,Check,no,Charge 1,,,,,
Ssbikez,Dealer Price Creation,charge_1_amount,Currency,no,Charge 1 Amount,,,,,
Ssbikez,Dealer Price Creation,column_break_zpwgp,Column Break,no,,,,,,
Ssbikez,Dealer Price Creation,charge_2,Check,no,Charge 2,,,,,
Ssbikez,Dealer Price Creation,charge_2_amount,Currency,no,Charge 2 Amount,,,,,
Ssbikez,Dealer Price Creation,column_break_0rm5r,Column Break,no,,,,,,
Ssbikez,Dealer Price Creation,charge_3,Check,no,Charge 3,,,,,
Ssbikez,Dealer Price Creation,charge_3_amount,Currency,no,Charge 3 Amount,,,,,
Ssbikez,Dealer Price Creation,column_break_81ieu,Column Break,no,,,,,,
Ssbikez,Dealer Price Creation,has_insurance,Check,no,Has Insurance,,,,,
Ssbikez,Dealer Price Creation,pdi_section,Section Break,no,PDI,,,,,
Ssbikez,Dealer Price Creation,pdi_other,Check,no,PDI Other,,,,,
Ssbikez,Dealer Price Creation,column_break_nev9y,Column Break,no,,,,,,
Ssbikez,Dealer Price Creation,has_constant_amount,Check,no,Has Constant Amount,,,,,
Ssbikez,Dealer Price Creation,column_break_3jab3,Column Break,no,,,,,,
Ssbikez,Dealer Price Creation,pdi_constant_amount,Currency,no,PDI Constant Amount,,,,,
Ssbikez,Dealer Price Creation,column_break_heovn,Column Break,no,,,,,,
Ssbikez,Dealer Price Creation,pdi_discount,Currency,no,PDI Discount,,,,,
Ssbikez,Dealer Price Creation,fittings_section,Section Break,no,Fittings,,,,,
Ssbikez,Dealer Price Creation,fittings,Check,no,Fittings,,,,,
Ssbikez,Dealer Price Creation,section_break_j5iv1,Section Break,no,,,,,,
Ssbikez,Dealer Price Creation,scooter_fittings,Table,no,Scooter Fittings,,,,,
Ssbikez,Dealer Price Creation,premium_scooter_fittings,Table,no,Premium Scooter Fittings,,,,,
Ssbikez,Dealer Price Creation,column_break_zsvwy,Column Break,no,,,,,,
